OTU_ID,NTC1_A,BS1_01_A,BS1_02_A,BS1_03_A,BS1_04_A,BS1_06_A,BH1_01_A,BH1_02_A,RS1_01_A,RS1_02_A,RS1_03_A,RS1_04_A,RS1_05_A,RS1_06_A,RS1_07_A,RS1_08_A,R1_01_A,R1_02_A,R1_03_A,R1_04_A,R1_05_A,R1_06_A,R1_07_A,R1_08_A,R1_09_A,R1_10_A,R1_11_A,R1_12_A,R1_13_A,R1_14_A,R1_15_A,R1_16_A,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU190,0,64,289,100,45,16,19,0,22,63,30,3,9,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Thermomyces,s__Thermomyces_lanuginosus_SH185867.07FU
ZOTU506,0,93,19,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Leotiaceae,g__Neobulgaria,s__Helminthosporium_solani_SH180770.07FU
ZOTU1301,0,7,2,4,2,4,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU280,0,36,41,44,33,23,9,62,1,25,21,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__,s__
ZOTU278,0,81,37,40,33,18,0,20,4,7,0,0,0,0,10,6,0,11,0,0,0,0,0,2,0,18,0,0,0,0,5,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_chrysanthemicola_SH208737.07FU
ZOTU1217,0,1,15,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_piluliferum_SH177682.07FU
ZOTU177,0,31,94,46,55,45,65,104,102,34,5,23,44,15,17,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Togniniales,f__Togniniaceae,g__Phaeoacremonium,s__
ZOTU93,0,70,272,52,123,68,65,87,336,165,0,810,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,s__
ZOTU46,0,65,161,143,24,81,43,59,8,40,34,25,109,73,26,62,407,104,297,199,213,285,111,646,332,153,92,39,29,390,232,238,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__,g__,s__
ZOTU199,0,43,155,57,78,10,62,90,70,2,0,131,20,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__
ZOTU88,0,345,169,42,0,580,48,318,142,103,22,29,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__,o__,f__,g__,s__
ZOTU805,0,11,9,2,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Orbiliaceae,g__Orbilia,s__Lyophyllum_hebelomoides_SH493224.07FU
ZOTU463,0,147,27,0,1,10,0,14,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Cortinarius_fulvoarcuatorum_SH185771.07FU
ZOTU680,0,23,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,s__Dominikia_iranica_SH192875.07FU
ZOTU24,0,874,2608,339,564,479,209,174,482,589,438,1997,181,1479,434,8,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pseudaleuria,s__
ZOTU116,0,247,762,0,217,16,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,s__Parasola_kuehneri_SH031900.07FU
ZOTU227,0,356,37,55,0,0,7,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__,g__,s__
ZOTU1589,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cercophora,s__
ZOTU77,0,370,1434,7,80,24,26,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU20,0,129,262,189,142,222,12,145,104,16,16,792,161,37,30,57,200,42,600,2898,1,0,1105,35,1398,21,0,139,0,30,1640,582,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU392,0,255,2,38,77,46,13,0,0,0,44,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Orbilia,s__Candida_tammaniensis_SH019410.07FU
ZOTU328,0,28,14,7,0,112,16,22,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__,s__
ZOTU52,0,311,995,649,206,6,177,353,68,307,57,30,209,458,48,90,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__,g__,s__
ZOTU338,0,19,36,0,2,1,19,76,1,0,20,86,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__Protrudomyces_lateralis_SH210255.07FU
ZOTU404,0,77,0,0,10,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pulvinula,s__Cyberlindnera_lachancei_SH640736.07FU
ZOTU357,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,s__Podospora_pyriformis_SH025737.07FU
ZOTU200,0,180,0,18,47,10,0,12,8,44,42,143,58,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Gamsylella_lobata_SH193525.07FU
ZOTU535,0,59,19,0,12,0,0,0,0,0,0,0,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cladorrhinum,s__Cladorrhinum_flexuosum_SH181894.07FU
ZOTU511,0,77,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__GS04,f__Schizoporaceae,g__Xylodon,s__Xylodon_detriticus_SH522655.07FU
ZOTU120,0,158,53,329,117,0,189,11,635,11,23,981,13,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__Rhizophlyctis_rosea_SH202562.07FU
ZOTU288,0,22,71,19,26,36,0,36,0,0,0,28,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_marchalianum_SH204312.07FU
ZOTU25,0,245,550,183,118,232,8,106,202,496,49,77,299,278,83,175,1057,2491,483,38,335,286,49,218,321,1114,33,153,44,343,183,165,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Cylindrocarpon,s__
ZOTU534,0,15,108,36,9,0,0,12,0,6,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU168,0,28,325,59,77,33,34,74,0,108,0,28,26,20,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU55,0,124,265,171,77,189,55,183,72,54,35,134,158,74,31,68,374,76,213,19,19,67,51,43,520,169,3,72,139,32,125,42,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__,s__
ZOTU101,0,279,759,108,63,31,132,115,34,221,8,123,0,31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__Protrudomyces_lateralis_SH210255.07FU
ZOTU1420,0,35,8,0,0,0,0,25,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Physconia_grisea_SH202109.07FU
ZOTU61,0,408,1170,756,705,1772,10,1,121,89,43,191,400,360,93,64,0,7,0,0,0,0,0,1,53,0,0,1,0,0,0,3,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_elongata_SH180118.07FU
ZOTU1113,0,6,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,s__Itersonilia_perplexans_SH199072.07FU
ZOTU217,0,67,101,0,0,205,4,0,9,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__,f__,g__,s__
ZOTU315,0,73,21,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__
ZOTU643,0,16,14,0,18,0,0,25,31,0,0,0,0,41,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Pezizales,f__Nectriaceae,g__Fusarium,s__Leucoagaricus_ionidicolor_SH032547.07FU
ZOTU1514,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Kickxellaceae,g__Ramicandelaber,s__Ramicandelaber_taiwanensis_SH006494.07FU
ZOTU746,0,36,14,19,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Phaeosphaeriaceae,g__Tricholoma,s__Trichosporon_otae_SH005182.07FU
ZOTU40,0,49,0,3,10,0,0,5,0,0,0,1,26,485,0,0,0,0,0,1,1978,0,0,0,0,1,347,2,7252,1,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,s__Calyptella_capula_SH178424.07FU
ZOTU63,0,390,275,106,56,0,82,346,724,318,337,813,86,192,137,54,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__Operculomyces_laminatus_SH210135.07FU
ZOTU325,0,32,62,15,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Byssonectria,s__Byssonectria_deformis_SH215700.07FU
ZOTU562,0,15,11,19,4,2,2,1,1,11,16,0,11,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Candida_fragi_SH190100.07FU
ZOTU753,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,s__Flagelloscypha_minutissima_SH488927.07FU
ZOTU59,0,469,513,266,92,1190,433,214,323,83,46,125,127,172,127,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__Operculomyces_laminatus_SH210135.07FU
ZOTU341,0,127,58,147,32,0,0,0,0,0,0,0,39,0,22,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Polyporales_fam_Incertae_sedis,g__Steccherinum,s__Trichosporon_vanderwaltii_SH196645.07FU
ZOTU295,0,44,136,11,22,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,s__Chaetomium_angustispirale_SH374305.07FU
ZOTU262,0,42,68,18,7,62,6,57,0,56,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__,s__
ZOTU682,0,44,3,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Agrocybe,s__Agrocybe_smithii_SH176932.07FU
ZOTU223,0,28,11,13,13,0,0,6,75,14,7,49,11,0,2,3,161,1,11,3,0,21,0,8,33,34,0,14,1,0,0,21,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1196,0,14,8,9,17,0,0,5,0,12,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protozoa,p__,c__,o__,f__,g__,s__
ZOTU225,0,265,105,2,0,16,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,s__
ZOTU136,0,281,72,204,105,169,66,42,44,35,78,60,71,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_grisea_SH374010.07FU
ZOTU1330,0,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans_SH201189.07FU
ZOTU137,0,117,79,28,14,413,128,52,11,3,0,44,24,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cercophora,s__Cercophora_sulphurella_SH028046.07FU
ZOTU130,0,24,125,216,55,105,87,25,41,5,15,63,58,0,25,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU12,0,78,257,160,96,168,420,330,429,176,191,207,294,75,85,62,2621,2010,6232,2215,716,1019,2308,1618,2437,323,1007,1493,267,5558,2779,4575,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__,s__
ZOTU330,0,26,44,23,9,26,0,36,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_exigua_SH214063.07FU
ZOTU617,0,25,0,29,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__,o__,f__,g__,s__
ZOTU135,0,41,816,5,18,0,0,6,0,2,0,1,16,0,3,0,0,0,0,2,1,0,13,0,0,0,0,0,4,0,0,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_conicum_SH201185.07FU
ZOTU1087,0,42,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__,s__
ZOTU83,0,20,3698,5,149,0,0,0,0,0,0,0,19,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__,g__,s__
ZOTU369,0,138,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Psilachnum,s__Psilachnum_chrysostigmum_SH019174.07FU
ZOTU81,0,181,58,94,0,89,0,776,0,1038,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Minimedusa,s__Minimedusa_polyspora_SH201128.07FU
ZOTU415,0,42,39,12,7,20,1,6,0,6,10,1,0,5,0,0,1,0,12,0,0,14,0,0,2,1,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mycofalcella,s__Mycofalcella_calcarata_SH115707.07FU
ZOTU657,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,s__Flagelloscypha_minutissima_SH488927.07FU
ZOTU324,0,7,0,5,4,0,0,0,18,0,39,20,11,24,0,0,0,0,17,5,1,0,0,7,3,0,0,18,0,33,9,10,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__,g__,s__
ZOTU98,0,255,19,19,19,320,290,456,3,0,0,0,1,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__
ZOTU1012,0,9,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU80,0,189,121,134,47,185,94,116,35,38,94,258,157,88,16,52,0,1,2,154,2,0,0,4,49,0,0,102,0,6,0,5,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__,s__
ZOTU1309,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Coccidioides_immitis_SH192688.07FU
ZOTU479,0,82,40,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__,g__,s__
ZOTU691,0,54,22,0,0,12,0,17,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Glomeraceae,g__Funneliformis,s__Physconia_grisea_SH202109.07FU
ZOTU1097,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_elongata_SH180118.07FU
ZOTU156,0,76,185,70,53,128,36,114,13,2,2,65,5,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__Paraphaeosphaeria_sardoa_SH092425.07FU
ZOTU1199,0,7,1,12,1,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__Ramicandelaber_taiwanensis_SH184018.07FU
ZOTU437,0,24,0,15,0,0,0,10,0,0,28,0,51,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Preussia,s__
ZOTU767,0,21,10,0,0,0,0,0,0,7,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_marchalianum_SH204312.07FU
ZOTU221,0,10,9,13,14,133,6,189,8,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__,f__,g__,s__
ZOTU917,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Sporidiobolaceae,g__Rhodotorula,s__Meredithblackwellia_eburnea_SH216140.07FU
ZOTU750,0,60,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Agaricomycetes,o__Glomerales,f__Glomeraceae,g__Protrudomyces,s__Protrudomyces_lateralis_SH210255.07FU
ZOTU29,0,199,44,451,72,384,317,90,96,16,17,0,23,0,0,1,2654,19,2663,175,146,135,26,973,874,367,791,83,51,456,35,344,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__,g__,s__
ZOTU589,0,36,47,3,11,27,1,1,0,49,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Dothideomycetes,o__Onygenales,f__Onygenaceae,g__Aphanoascus,s__Aphanoascus_terreus_SH197725.07FU
ZOTU1316,0,11,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1297,0,3,0,0,0,0,0,0,2,0,0,19,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Trichosporonaceae,g__Cutaneotrichosporon,s__Cutaneotrichosporon_haglerorum_SH179612.07FU
ZOTU1106,0,19,8,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Leotiaceae,g__Neobulgaria,s__Phaeosphaeria_halima_SH020198.07FU
ZOTU184,0,49,118,35,22,89,8,0,65,11,0,15,34,59,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU756,0,12,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__Byssonectria_fusispora_SH215677.07FU
ZOTU284,0,52,73,30,22,33,0,4,0,29,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Orbilia,s__Stagonospora_pseudopaludosa_SH004392.07FU
ZOTU583,0,17,0,14,22,0,0,0,0,0,2,0,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Orbiliaceae,g__Neobulgaria,s__Neobulgaria_pura_SH216870.07FU
ZOTU352,0,46,64,13,24,1,55,53,0,0,0,34,0,13,0,2,5,2,0,4,0,0,0,0,0,0,0,1,0,0,0,5,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__,s__
ZOTU286,0,16,16,7,0,0,71,129,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__,f__,g__,s__
ZOTU252,0,18,43,17,18,0,18,30,7,4,18,23,12,89,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__,s__
ZOTU1140,0,22,5,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__
